@title,Русский
#01594,Дорож.
#01595,Facility
#01596,Класс
#01597,Испытания
#01598,Спец. занят.
#01599,Слот сохранения
#01600,Загрузить автосохранение
#01601,Загрузить сохранение
#01602,Нет автосохранения
#01603,Пустой слот
#01604,Г<0>
#01605,М<0> Н<1>
#01606,Продолжить
#01607,Новая игра
#01608,Исследов.
#01609,Предметы
#01610,=#01533
#01611,Название
#01612,Оценка
#01613,No grads yet
#01615,Всего выпускников
#01616,Результаты теста
#01617,← → to view details.
#01618,Student Avg
#01619,Total Grade (Out of 500)
#01620,<0> (Out of 100)
#01621,Budget (Year)
#01622,Budget (Month)
#01623,Budget (Week)
#01624,Зарплата
#01625,Expenses
#01626,Tuition
#01627,Crops, etc.
#01628,Бонусы
#01629,Construction
#01630,Personnel
#01631,Other
#01632,Событие
#01633,Go to <0>
#01634,Reward
#01636,<0> weeks
#01637,Prosp. Students
#01638,Нанять нового учителя
#01639,=#01478
#01640,Работа
#01641,Нанять
#01642,Спец. занятие для <0>
#01643,Тип занятия
#01644,Баллы
#01645,Запросы
#01646,Стоим.
#01647,Исследование объекта
#01648,Исследование завершено
#01649,Исследование стоит <0>
#01650,Теперь может быть построено
#01651,Поздравляем!
#01652,Построить новую школу
#01653,Нажмите Ок, чтобы переимен.
#01654,← → для изменения лица
#01655,← → для изменения пола
#01656,← → для изменения характера
#01657,Нажмите Ок, чтобы начать
#01658,Создайте своего первого студента
#01659,Внешн.
#01660,Пол
#01661,Характер
#01662,№<0>
#01663,Мужчина
#01664,Женщина
#01665,Начать игру
#01666,Баллов
#01667,In the Lite version,
#01668,Only <0> is available.
#01669,Не пройдено
#01670,<0> баллов
#01671,Выберите имя школы и униформу
#01672,Муж. униф.
#01673,Жен. униф.
#01674,↑ ↓ д/перемещ., Ок д/изменен. 
#01675,← → для изменения униформы
#01676,Нажмите Ок, чтобы продолжить
#01677,Далее >>
#01678,Taking Challenge
#01679,After Graduation: <0>
#01680,1ый
#01681,Passed!
#01682,Failed...
#01683,<0>|After Graduation: <1>
#01684,<0> is being held.
#01685,<0> is finished.
#01686,<0> is asking
#01687,<0> out.
#01688,<0> is now|part of a couple!
#01689,<0> was|turned down…
#01690,No change to grade average
#01691,Средняя оценка
#01692,Taking <0> Test
#01693,Испытание выполнено
#01694,Now for the results...
#01695,Congrats! They passed!
#01696,They failed...
#01697,Испытания
#01698,Страница газеты
#01699,=#00923
#01700,Results
#01701,Success Rate: <0>%
#01702,<0> Results
#01703,Event Results
#01704,There was no change...
#01705,Доступные испытания
#01706,Perform which challenge?
#01707,Предмет
#01708,Уровень
#01709,Стоим.
#01710,At Max
#01711,Tuition Income
#01712,Passing will increase tuition!
#01713,Next:
#01714,<0>
#01715,All challenges complete
#01716,for this subject.
#01717,Success Rate
#01718,Sister School
#01719,Requirements
#01720,Friends
#01721,<0> is studying abroad until this week
#01722,<0> is studying abroad for <1> more weeks
#01723,Apply below
#01724,=#01430
#01725,Changes Over 5 Years
#01726,Average & Ranking
#01727,0 pts
#01728,#1
#01729,Now
#01730,Last
#01731,<0>x ago
#01732,=#01451
#01733,=#01554
#01734,=MID(#01728,1,-1)&'--'
#01735,Каталог
#01736, (Можно постр.)
#01737, (Нельзя постр.)
#01738,or
#01739,Slope
#01740,Present at school.
#01741,Not present at school.
#01742,Класс <0>
#01743,Средняя оценка
#01744,Спец. занятие
#01745,Hold Event
#01746,Times Held
#01747,Стоим.
#01748,Стоим.
#01749,<0> теперь <1> ур.
#01750,Effects on students & RP
#01751,at the maximum!
#01752,have increased!
#01753,Детали объекта
#01754,<0> в школе
#01755,Используются для входа и выхода
#01756,At max level
#01757,<0> использов. до нового уровня
#01758,Total Clear Points
#01759,Points <0>
#01760,Final Funds <0>
#01761,Chlng Lvl
#01762,Prosp. Stdnts
#01763,Facilities
#01764,Paths
#01765,Sub T.
#01766,Всего <0>
#01767,=#01677
#01768,Grads with Income of <0>+
#01769,Fnl Gr Avg
#01770,Max Spirit Points
#01771,=#01531
#01772,=#01533
#01773,Winning Clubs
#01774,Подтвердить
#01775,<0>'s First Path Change
#01776,Change Path From <1>
#01777,=#01439
#01778,Allocate Points
#01779,Boost which stats?
#01780,Points Left
#01781,Ок
#01782,=#01435
#01783,Create Item
#01784,Have:
#01785,Use
#01786,Create
#01787,Insufficient <0> Points.
#01788,Max Rank
#01789,Стоим.
#01790,Period
#01791,<0> Members
#01792,No members.
#01793,No clubs in school.
#01794,Compete
#01795,Choose club
#01796,Enter club.
#01797,Never competed
#01798,=#01792
#01799,<0> members.
#01800,Choose New Uniforms
#01801,Cost to change is <0>.
#01802,Tap Ок to change.
#01803,Types: Boys <0> / Girls <1>
#01804,Подтвердить
#01805,Рекорд1
#01806,Кол-во баллов
#01807,Макс. капитал за 10 лет
#01808,Нет рекорда
#01809,Рекорд
#01810,Kairo News
#01811,Visit us at Kairo Park.
#01812,Check out Kairo Park Apps.
#01813,Quit the game and head to
#01814,Kairo Park?
#01815,our App intro page?
#01816,Ок
#01817,Начать игру
#01818,Full Version
#01819,Lite Version
#01820,New
#01821,Promising
#01822,Developing
#01823,Major
#01824,Prestigious
#01825,Legendary
#01826,Fishing
#01827,Sketch
#01828,Camera
#01829,Walk
#01830,Rag
#01831,Boat
#01832,S-brd
#01833,Skates
#01834,Skis
#01835,Balloon
#01836,Англ.
#01837,Испан.
#01838,Наука
#01839,Soc
#01840,Инт
#01841,Атл
#01842,Поп
#01843,Отн
#01844,ГН
#01845,ЕН
#01846,Материалы
#01847,1st Sem
#01848,2nd Sem
#01849,Year End
#01850,Currency
#01851,\
#01852,$
#01853,Switch currency to yen/dollars.
#01854,Note that \100 = $1.
#01855,Stay up-to-date with the
#01856,latest Kairo Park info!
#01857,Create your dream school
#01858,in this simulation game.
#01859,Build and manage the
#01860,ultimate hot springs inn.
#01861,Develop a million-selling
#01862,game in this simulation.
#01863,Take your game company
#01864,to the top of the industry.
#01865,Make a hit comic boОк
#01866,=#01858
#01867,Г<0> М<1> Н<2>
#01868,Выбрать данные для загрузки
#01869,Продолжить
#01870,Новая игра
#01871,Удалить
#01872,Приор.
#01873,Выбирает приоритет работы
#01874,между графикой и производит.
#01875,Изменяет скорость игры
#01876,(Разблок. после прохожд. игры)
#01877,Выбирает, следует ли игра
#01878,оринтации экрана или нет
#01879,Выйти из игры?
#01880,Выйти
#01881,Сообщение
#01882,Скорость
#01883,Do not use: / | < > \
#01884,Please enter a name.
#01885,Enter up to <0> characters.
#01886,Сообщение
#01887,Подтвердить
#01888,Назад
#01889,Autosave Data<0>
#01890,Save Data<0>
#01891,Send all data
#01892,Show error log
#01893,Receive save data
#01894,Receiving save data.
#01895,Send all data?
#01896,Sending everything.
#01897,Send autosave data <0>?
#01898,Send save data <0>?
#01899,Complete
#01900,Data sent.<br>Thanks for your cooperation.<br>We hope you'll stick with us!
#01901,An error has occurred.<br>Retry?
#01902,Incompatible data detected.
#01903,Failed.
#01904,File not found.
#01905,Data received.
#01906,Send Save Data
#01907,Choose data to send.
#01908,Sending data
#01909,Do not turn the device off.
#01910,Receiving data
#01911,Load failed.
#01912,START
#01913,No save data.
#01914,Save Slot <0>/2
#01915,Empty slot
#01916,Select save data.
#01917,No entry.
#01918,Be sure to allow connection to network<br>and check your signal strength.
#01919,An error occurred. Retry?
#01920,[Error Info]
#01921,Use [*] to copy.
#01922,Select Ок to start sending.
#01923,Sending save data...
#01924,Save failed (<0>).
#01925,Get full version
#01926,Thanks for playing! This is the end of the Lite version of the game.
#01927,In the full version you can play for as long as you want to create the ultimate soccer team.
#01928,After this, you will be able to visit the official game site.
#01929,We hope to see you again!
#01930,Get the full version to upload your high scores!
#01931,A server error has occurred.
#01932,Authentication failed. Please use the account you used to purchase the app and check your signal.
#01933,Enable wireless connections and check your signal.
#01934,Authentication failed.
#01935,Please use the account you used to purchase the app and check your signal.
#01936,Ошибка
#01937,Удалить текущий прогресс?
#01938,Landscape mode available
#01939,in the Full Version!
#01940,Ур. <0>
#01941,(C) Kairosoft Co., Ltd.
#01942,Move
#01943,Range
#01944,Доброе утро!
#01945,Пока
#01946,Фух!
#01947,Привет!
#01948,Нет пути...
#01949,Завершено
#01950,Harvest
#01951,Meet Up
#01952,Мне скучно
#01953,Relaxing!
#01954,Извини
#01955,Как хорошо!
#01956,Вперед
#01957,Привет
#01958,Я вижу...
#01959,Ага...
#01960,Время теста
#01961,Пока-пока
#01962,Хорошо
#01963,Ах...
#01964,Давай учиться!
#01965,Всем привет!
#01966,Что теперь?
#01967,Буду усердно работать!
#01968,Хмм...
#01969,Урок начинается!
#01970,Здесь никого
#01971,Вперед
#01972,Not yet?
#01973,Оу!
#01974,Alrighty!
#01975,Кхе-кхе...
#01976,Фух...
#01977,Not bad
#01978,Not so good...
#01979,That's enough
#01980,Don't talk
#01981,Извини
#01982,Хмм...
#01983,Хрм...
#01984,Легче легкого!
#01985,Grading
#01986,Safe
#01987,I'm late!
#01988,Done changing
#01989,Testing 123
#01990,Reading poem
#01991,Привет всем
#01992,Великолепно
#01993,Впечатляет!
#01994,Скучно
#01995,Хийя!
#01996,Hey there
#01997,Ухх...
#01998,Как мило!
#01999,Ауч!
#02000,About ready
#02001,Кхе-кхе!
#02002,Правильно?
#02003,Вау!
#02004,Go ahead
#02005,Darn...
#02006,Ох
#02007,ZZZ
#02008,Absent
#02009,Hospital
#02010,Sumr Br
#02011,Pop Spot
#02012,I see!
#02013,Ах...
#02014,Really nice
#02015,Ла-ла-ла!♪
#02016,Хм-хм-хм!♪
#02017,Хе-хе-хе
#02018,Too much work
#02019,Passed
#02020,Failed
#02021,Начать!
#02022,=#01979
#02023,Abroad
#02024,Aura active!
#02025,Explosion
#02026,Chomp
#02027,Nibble
#02028,Doop dee doop
#02029,Relax
#02030,All good
#02031,Ох
#02032,Оох
#02033,Thanks
#02034,Goodbye youth
#02035,Полезно
#02036,Умф...
#02037,Мф!
#02038,Ням!
#02039,Слишком сложно
#02040,Хах?
#02041,Что мне делать?
#02042,Я знаю это!
#02043,Holiday
#02044,Тест
#02045,Nervous
#02046,It's Окay
#02047,So tired
#02048,Slept well
#02049,Grdtn
#02050,New Term
#02051,Enrollment
#02052,Placement 1
#02053,=MID(#02052,1,-1)&'2'
#02054,Plans
#02055,Hum hum
#02056,Feels good
#02057,Winter swimming
#02058,Feels great
#02059,Can't say anything
#02060,New record
#02061,Test's soon
#02062,I'm hot
#02063,I'm cold
#02064,TV tonight!
#02065,Nice to see you!
#02066,Ох
#02067,Увидимся!
#02068,Самообразование
#02069,I'm back
#02070,Реально?!
#02071,Ugh, I'm cold
#02072,Ugh, I'm hot
#02073,Kettle
#02074,Countin' on ya
#02075,Go out with me?
#02076,Sure!
#02077,Of course!
#02078,No way
#02079,Let's be friends
#02080,Uh...
#02081,Um...
#02082,Друг/Подруга
#02083,We're with you!
#02084,I'm gonna join!
#02085,Someday...
#02086,Nice scenery
#02087,Nice shot!
#02088,Круто!
#02089,Да!
#02090,Away
#02091,Конец
#02092,画面会更大，<br>并且可以<br><co=60,100,200>横向旋转</co>！
#02093,好像顺利顺利解除了广告显示呢！
#02094,You can also rotate the display if your device supports it! Toggle this on or off via \System\ > \Options.\
#02095,画面已焕然一新，<br>转换一下心情来继续经营吧！
#02096,请通过许可确认信号状态后重新启动游戏。\n将通信设为关闭时可能会无法使用部分功能。
#02097,Сообщение
#02098,Сообщение
#02099,连接中
#02100,Ок
#02101,欢迎光临
#02102,售罄
#02103,呼呼呼。\n要买什么？
#02104,连接失败
#02105,购买道具
#02106,阅读使用条款（必须）
#02107,同意条款并前往市场
#02108,购买后重新开始游戏便可获得
#02109,前往购买
#02110,同意条款并前往购买
#02111,报告
#02112,顺利收到\n道具了
#02113,要在哪里开店呢
#02114,阿南商会
#02115,奖券商店
#02116,啊呀……<br>和总部的<co=60,100,200>通信失败</co>了。
#02117,确认信号和通信的状态<br>并再次光顾本店后……
#02118,就会看到原本的漂亮商品陈列在您眼前了。
#02119,所以……<br>恭候您的再次光临。
#02120,这里是世上超级罕见的<br>贩卖“奖券”的商店哦。
#02121,由于价格不菲，所以请三思而后行。
#02122,嘿嘿嘿。
#02123,=#02101
#02124,啊——非常遗憾，<br>那里的商品已经<co=60,100,200>售罄</co>了。<br>请看看其它商品吧。
#02125,奖券将会超过最大数——<0>张。
#02126,嚯，眼光不错嘛。
#02127,这边是<co=60,100,200>用真实货币购买的</co>高级商品。
#02128,小孩子请先得到<co=60,100,200>监护人</co>的允许再进行购买哦。呼呼呼。
#02129,今后这个店也会一直开着的，请随时光临。
#02130,呼呼呼，<br>请一定要再次光临哦。
#02131,<0>
#02132,游玩 <0>小时<1>分钟
#02133,尝试申请
#02134,最多可以将<br><0>名各地的用户<br>登录为好友。<br>根据好友的<br>总游戏时间，会在启动时<br>得到奖励加成。询问朋友的ID后<br>申请成为好友吧。
#02135,昵称
#02136,昵称
#02137,请输入昵称
#02138,输入内容不能为空
#02139,含有无法使用的文字
#02140,好友的ID
#02141,好友的ID
#02142,请输入好友的ID
#02143,恭喜你！<br>登录了新的<co=60,100,200>好友</co>并获得了奖励加成！
#02144,只要一起游玩，今后也能获得奖励加成哦！
#02145,另外，请<co=255,0,0>不要删除游戏应用</co>哦。删除后好友将全部被清空且无法恢复。
#02146,进行游戏前
#02147,先输入你的昵称吧
#02148,点击这里
#02149,※之后可以变更※
#02150,Ок
#02151,输入新的昵称吧
#02152,<0>  <1>小时 <2>分钟
#02153,上次启动时
#02154,=#01514
#02155,<0>小时<1>分钟
#02156,提出了申请。
#02157,其它<0>个
#02158,寻找好友
#02159,好友说明
#02160,告知ID
#02161,你的ID在这里（点击看看吧）
#02162,搜索请点这里
#02163,在这里输入
#02164,搜索
#02165,Сообщение
#02166,对方通过需要等待一段时间
#02167,申请
#02168,=#00017
#02169,已收到申请。
#02170,请耐心等待对方通过
#02171,Сообщение
#02172,关闭
#02173,生效需要花费一段时间
#02174,通过
#02175,拒绝
#02176,通过好友
#02177,好友增加
#02178,已通过<br><co=0070FF><0></co>。
#02179,推进游戏可能会有奖励加成
#02180,※不会通知对方※
#02181,Удалить
#02182,Назад
#02183,要删除\n<0>吗？
#02184,关于好友
#02185,好友加成（每<0>分)
#02186,从好友那获得 <co=254,233,1><0></co>小时<co=254,233,1><1></co>分钟
#02187,（最大）
#02188,领取
#02189,下次再说
#02190,获得好友加成
#02191,获得了<br><co=0070FF><0>张奖券</co>。
#02192,=#02190
#02193,好友增加了<co=254,233,1><0>人</co>！
#02194,已与<co=0,128,255><0></co><br>成为好友！
#02195,无法连接。请|确认设定并等待一段时间|后再进行挑战。&最多可以登录<friend_max>个好友。
#02196,支援专用\n请输入商店代码
#02197,商店代码
#02198,=#01893
#02199,支援专用\n请输入咨询代码
#02200,咨询代码
#02201,推荐应用信息
#02202,前往标题画面
#02203,向朋友介绍此款游戏
#02204,0点无法进行登录。
#02205,无法登录<0>。
#02206,将更新游戏版本
#02207,=#01932
#02208,=#01935
#02209,=#01938
#02210,=#01939
#02211,由于系统缘故，无法使用 <0>
#02212,Введите <0>
#02213,游戏启动中
#02214,读取失败
#02215,=#01817
#02216,存档栏
#02217,从自动存档处继续游戏
#02218,读取存档数据
#02219,没有中断数据
#02220,=#01477
#02221,=#00620
#02222,<0>月 <1>周
#02223,由于系统缘故，无法使用 / | < > \ 
#02224,=#01868
#02225,没有存档数据
#02226,=#01174
#02227,最高通关点数
#02228,=#00019
#02229,=#00019
#02230,正式版
#02231,纪录可在<br>正式版中使用！！
#02232,感谢您的游玩。<br>精简版至此结束。
#02233,在此之后可跳转至正式版的网站。
#02234,期待与您再次相会。
#02235,<0>最新刊<br>已发售
#02236,Да
#02237,Нет
#02238,=#01148
#02239,Сохранить
#02240,更改设定
#02241,=#02159
#02242,Рекорд3
#02243,=#01880
#02244,Продолжить
#02245,Новая игра
#02246,=#01143
#02247,=#00015
#02248,=#01609
#02249,返回标题
#02250,小计 <0>点
#02251,=#01158
#02252,<0>
#02253,<0>
#02254,<0>
#02255,保存游戏中
#02256,对话框
#02257,Событие
#02258,=#02240
#02259,Приоритет
#02260,Скорость
#02261,Музыка
#02262,=#01404
#02263,=#01405
#02264,=#01409
#02265,=#01408
#02266,=#01407
#02267,=#01406
#02268,=#01412
#02269,=#01413
#02270,=#01873
#02271,=#01874
#02272,=#01875
#02273,=#01876
#02274,Выбирает, следует ли игра
#02275,оринтации экрана или нет
#02276,=#01424
#02277,音量。
#02278,=#01177
#02279,=#01177
#02280,Кол-во баллов
#02281,通关点数的计算
#02282,Далее
#02283,维护费/月
#02284,基本
#02285,加成
#02286,=#00623
#02287,加成
#02288,Мужчина
#02289,Женщина
#02290,<0>月
#02291,=#02283
#02292,<0>/月
#02293,=#00019
#02294,价格
#02295,库存
#02296,持有数
#02297,=#01899
#02298,进行中
#02299,完成 <0>个
#02300,<0>　<1>月刊
#02301,道具一览
#02302,=#02296
#02303,=#02301
#02304,使用次数
#02305,<0>
#02306,<0>
#02307,概要
#02308,期间
#02309,Стоим.
#02310,=#00025
#02311,=#01451
#02312,=#01763
#02313,全部
#02314,全部设施
#02315,一览
#02316,当前的存档数据<br>将被覆盖
#02317,=#01937
#02318,保存完毕
#02319,=#00688
#02320,已设定
#02321,现金不足
#02322,获得了临时收入 <co=000080><0></co>。
#02323,开始追踪人物。<br>之后再次点击该人物可以查看详细信息。
#02324,正在建造<0>。
#02325,撤除“<0>”
#02326,要撤除到哪里？
#02327,要从哪里开始铺设<0>？
#02328,要铺设到哪里？
#02329,春
#02330,夏
#02331,秋
#02332,冬
#02333,“<co=008000><0></co>”已完成。
#02334,支付了<0> 维护费。
#02335,=#01810
#02336,=#01811
#02337,=#01812
#02338,=#01813
#02339,连接至开罗公园
#02340,连接至游戏介绍页面
#02341,Ок
#02342,=#01879
#02343,=#01855
#02344,=#01856
#02345,=#01850
#02346,日元
#02347,=#01852
#02348,=#01853
#02349,汇率为\100 = $1
#02350,前往开罗公园请点这里
#02351,=#02213
#02352,=#01884
#02353,=#01885
#02354,<0>年<1>月<2>周
#02355,=#01911
#02356,载入失败
#02357,请通过许可并确认信号状态。
#02358,请通过许可<br>并确认信号状态。
#02359,=#01934
#02360,=#01931
#02361,数据发生错误。<br>请重新安装游戏。
#02362,启动失败。请重新启动游戏。
#02363,游戏开始失败。
#02364,自动存档
#02365,存档数据
#02366,=#01891
#02367,=#01892
#02368,=#01895
#02369,发送中断数据<0>
#02370,发送存档数据<0>
#02371,=#01900
#02372,=#01901
#02373,=#01906
#02374,=#01907
#02375,=#01908
#02376,=#01909
#02377,=#01936
#02378,=#01819
#02379,发生错误。
#02380,Ок
#02381,请将游戏设定画面中“游戏权限”全部设为开启后再次启动游戏。
#02382,请稍候片刻
#02383,权限：请允许访问存储空间后重新启动游戏。<br>※保存游戏时所必须。
#02384,无法启动。
#02385,请缩短内容
#02386,How to use TapJoy\n- Terminate \Limit Ad Tracking\ and restart the game.\n* Setting app > Privacy > Advertising > Limit Ad Tracking
#02387,Подтвердить
#02388,结束
#02389,Назад
#02390,确认
#02391,=#00008
#02392,=#01147
#02393,=#01406
#02394,出发
#02395,=#02159
#02396,=#00009
#02397,=#00010
#02398,=#00011
#02399,人气
#02400,=#01817
#02401,编辑
#02402,契合度
#02403,旋转
#02404,=#00025
#02405,报告书
#02406,出口
#02407,提示
#02408,顺序
#02409,捕捉
#02410,初始化
#02411,=#00039
#02412,=#01406
#02413,=#00017
#02414,销售
#02415,=#00024
#02416,Детали
#02417,辞典
#02418,=#02403
#02419,=#00017
#02420,楼层
#02421,=#00015
#02422,=#01412
#02423,切换
#02424,=#00039
#02425,跳过
#02426,=#01147
#02427,参数
#02428,部队
#02429,弃权
#02430,作战
#02431,分类
#02432,诊断
#02433,Сохранить
#02434,=#00008
#02435,补充
#02436,设定
#02437,继续
#02438,返回
#02439,结算
#02440,合成
#02441,同伴
#02442,追踪
#02443,最大
#02444,=#01634
#02445,前往船上
#02446,监狱
#02447,=#01441
#02448,密码
#02449,获得！！
#02450,推荐
#02451,关闭
#02452,行动
#02453,仓库
#02454,效果
#02455,同意
#02456,条款
#02457,洗切
#02458,停止
#02459,История
#02460,投入
#02461,完成
#02462,解雇
#02463,技能
#02464,阿南
#02465,撤除
#02466,购买
#02467,出售
#02468,升级
#02469,变焦
#02470,信息
#02471,Loading Advert
